uin,acd_institute_name,acd_institute_type,acd_department,acd_position,acd_city,acd_state,acd_country,acd_postal_code,acd_tenure_from_date,acd_tenure_to_date,acd_association_level,acd_source_url1,acd_source_url2,acd_source_url3,acd_processed_date_timestamp,acd_inserted_date_timestamp,acd_updated_timestamp,acd_delete_flag_timestamp
WB031101,,,,,,,,,,,,,,,,,,
WB031178,,,,,,,,,,,,,,,,,,
WB031267,,,,,,,,,,,,,,,,,,
WB031652,,,,,,,,,,,,,,,,,,
WB031660,,,,,,,,,,,,,,,,,,
WB031828,,,,,,,,,,,,,,,,,,
WB031990,,,,,,,,,,,,,,,,,,
WB032070,,,,,,,,,,,,,,,,,,
WB032573,,,,,,,,,,,,,,,,,,
WB032660,,,,,,,,,,,,,,,,,,
WB032861,,,,,,,,,,,,,,,,,,
WB033422,Kolkata Medical College,Academic,Department of Cardiology,Former Associate Professor,Kolkata,West Bengal,India,700073.0,2011.0,2015.0,National,https://www.linkedin.com/in/dr-kaushik-mukherjee-68a29316/details/experience/,,,2025-04-05 16:46:38,2025-04-05 16:46:38,,
WB033623,,,,,,,,,,,,,,,,,,
WB033921,,,,,,,,,,,,,,,,,,
WB033951,Rampurhat Government Medical College & Hospital,Academic,Department of Cardiology,Assistant Professor,Rampurhat,West Bengal,India,731224.0,,,National,http://kamakas.com/view-profile.php?drid=MTIzNDU3MDMz#google_vignette,,,2025-03-29 17:46:56,2025-03-29 17:46:56,,
WB033980,,,,,,,,,,,,,,,,,,
WB034078,,,,,,,,,,,,,,,,,,
WB034184,,,,,,,,,,,,,,,,,,
WB034246,,,,,,,,,,,,,,,,,,
WB034700,,,,,,,,,,,,,,,,,,
WB034786,,,,,,,,,,,,,,,,,,
WB034799,,,,,,,,,,,,,,,,,,
WB034964,,,,,,,,,,,,,,,,,,
WB034966,,,,,,,,,,,,,,,,,,
WB035041,,,,,,,,,,,,,,,,,,
WB035175,,,,,,,,,,,,,,,,,,
WB035309,,,,,,,,,,,,,,,,,,
WB035500,,,,,,,,,,,,,,,,,,
WB035580,,,,,,,,,,,,,,,,,,
WB035638,,,,,,,,,,,,,,,,,,
WB035695,,,,,,,,,,,,,,,,,,
WB035938,,,,,,,,,,,,,,,,,,
WB036310,,,,,,,,,,,,,,,,,,
WB036466,,,,,,,,,,,,,,,,,,
WB036471,,,,,,,,,,,,,,,,,,
WB036476,,,,,,,,,,,,,,,,,,
WB036815,,,,,,,,,,,,,,,,,,
WB037118,,,,,,,,,,,,,,,,,,
WB037157,,,,,,,,,,,,,,,,,,
WB037277,,,,,,,,,,,,,,,,,,
WB037951,,,,,,,,,,,,,,,,,,
WB038331,,,,,,,,,,,,,,,,,,
WB038685,,,,,,,,,,,,,,,,,,
WB038844,,,,,,,,,,,,,,,,,,
WB039106,,,,,,,,,,,,,,,,,,
WB039233,,,,,,,,,,,,,,,,,,
WB039588,,,,,,,,,,,,,,,,,,
WB039619,,,,,,,,,,,,,,,,,,
WB039631,Luzhou Medical College,Academic,,Guest Lecturer,Luzhou,,China,646000.0,,,International,https://www.practo.com/kolkata/doctor/joydeep-ghosh-internal-medicine,,,2025-03-24 10:44:06,2025-03-24 10:44:06,,
WB039644,,,,,,,,,,,,,,,,,,
WB039905,,,,,,,,,,,,,,,,,,
WB039966,,,,,,,,,,,,,,,,,,
WB040109,,,,,,,,,,,,,,,,,,
WB040125,,,,,,,,,,,,,,,,,,
WB040501,,,,,,,,,,,,,,,,,,
WB040510,,,,,,,,,,,,,,,,,,
WB041022,,,,,,,,,,,,,,,,,,
WB041310,,,,,,,,,,,,,,,,,,
WB041815,,,,,,,,,,,,,,,,,,
WB041934,,,,,,,,,,,,,,,,,,
WB041956,,,,,,,,,,,,,,,,,,
WB042016,,,,,,,,,,,,,,,,,,
WB042184,,,,,,,,,,,,,,,,,,
WB042201,,,,,,,,,,,,,,,,,,
WB042248,,,,,,,,,,,,,,,,,,
WB042276,,,,,,,,,,,,,,,,,,
WB042337,,,,,,,,,,,,,,,,,,
WB042527,,,,,,,,,,,,,,,,,,
WB042605,,,,,,,,,,,,,,,,,,
WB042619,,,,,,,,,,,,,,,,,,
WB042640,,,,,,,,,,,,,,,,,,
WB042705,,,,,,,,,,,,,,,,,,
WB042791,,,,,,,,,,,,,,,,,,
WB042859,,,,,,,,,,,,,,,,,,
WB042903,,,,,,,,,,,,,,,,,,
WB042997,,,,,,,,,,,,,,,,,,
WB042999,,,,,,,,,,,,,,,,,,
WB043004,,,,,,,,,,,,,,,,,,
WB043023,,,,,,,,,,,,,,,,,,
WB043264,,,,,,,,,,,,,,,,,,
WB043331,,,,,,,,,,,,,,,,,,
WB043344,,,,,,,,,,,,,,,,,,
WB043432,,,,,,,,,,,,,,,,,,
WB043449,,,,,,,,,,,,,,,,,,
WB043616,,,,,,,,,,,,,,,,,,
WB043639,,,,,,,,,,,,,,,,,,
WB043860,,,,,,,,,,,,,,,,,,
WB043876,,,,,,,,,,,,,,,,,,
WB043904,,,,,,,,,,,,,,,,,,
WB043924,,,,,,,,,,,,,,,,,,
WB044012,,,,,,,,,,,,,,,,,,
WB044201,,,,,,,,,,,,,,,,,,
WB044230,,,,,,,,,,,,,,,,,,
WB044618,,,,,,,,,,,,,,,,,,
WB044687,,,,,,,,,,,,,,,,,,
WB044759,,,,,,,,,,,,,,,,,,
WB045348,,,,,,,,,,,,,,,,,,
WB045360,,,,,,,,,,,,,,,,,,
WB045435,,,,,,,,,,,,,,,,,,
WB045506,,,,,,,,,,,,,,,,,,
WB045657,,,,,,,,,,,,,,,,,,
WB045671,,,,,,,,,,,,,,,,,,
WB045679,,,,,,,,,,,,,,,,,,
WB045717,,,,,,,,,,,,,,,,,,
WB045932,,,,,,,,,,,,,,,,,,
WB046157,,,,,,,,,,,,,,,,,,
WB046223,,,,,,,,,,,,,,,,,,
WB046259,,,,,,,,,,,,,,,,,,
WB046550,,,,,,,,,,,,,,,,,,
WB046592,,,,,,,,,,,,,,,,,,
WB046723,"JNM Medicine and Hospital, Kalyani",Academic,,Professor,Kalyani,West Bengal,India,741235.0,,,National,https://www.linkedin.com/in/chanchal-dalai-56a93ba0/?originalSubdomain=in,,,2025-03-26 18:35:35,2025-03-26 18:35:35,,
WB046758,R G Kar Medical College,Academic,,Associate Professor,Kolkata,West Bengal,India,700004.0,,,National,https://www.hilarispublisher.com/author-profile/sumanta-das-369648,,,2025-06-02 09:41:34,2025-06-02 09:41:34,,
WB047419,,,,,,,,,,,,,,,,,,
WB047456,KPC Medical College & Hospital,Academic,Department of Internal Medicine,Assistant Professor,Kolkata,West Bengal,India,700032.0,2008.0,2010.0,National,https://www.linkedin.com/in/kuntal-bhattacharya-56b93764/details/experience/,,,2025-03-24 11:55:18,2025-03-24 11:55:18,,
WB047884,,,,,,,,,,,,,,,,,,
WB047952,,,,,,,,,,,,,,,,,,
WB048824,R G Kar Medical College and Hospital Kolkata,Academic,Department of Endocrinology,Assistant Professor,Kolkata,West Bengal,India,700004.0,,,National,https://www.lybrate.com/kolkata/doctor/dr-ranajit-bari-endocrinologist,,,2025-03-24 17:53:46,2025-03-24 17:53:46,,
WB049022,,,,,,,,,,,,,,,,,,
WB049336,All India Institute of Medical Sciences Delhi,Academic,Department of Cardiology,Assistant professor,Delhi,Delhi,India,110029.0,,,National,https://drdebopriyomondalcardio.com/,,,2025-03-25 16:53:54,2025-03-25 16:53:54,,
WB049454,,,,,,,,,,,,,,,,,,
WB049476,,,,,,,,,,,,,,,,,,
WB050055,,,,,,,,,,,,,,,,,,
WB050233,,,,,,,,,,,,,,,,,,
WB050266,,,,,,,,,,,,,,,,,,
WB050374,,,,,,,,,,,,,,,,,,
WB050380,,,,,,,,,,,,,,,,,,
WB050858,,,,,,,,,,,,,,,,,,
WB050868,,,,,,,,,,,,,,,,,,
WB050871,,,,,,,,,,,,,,,,,,
WB051100,,,,,,,,,,,,,,,,,,
WB051942,,,,,,,,,,,,,,,,,,
WB051989,,,,,,,,,,,,,,,,,,
WB052767,,,,,,,,,,,,,,,,,,
WB052809,,,,,,,,,,,,,,,,,,
WB052892,,,,,,,,,,,,,,,,,,
WB052976,,,,,,,,,,,,,,,,,,
WB054657,,,,,,,,,,,,,,,,,,
WB054659,,,,,,,,,,,,,,,,,,
WB490596,,,,,,,,,,,,,,,,,,
WB492017,,,,,,,,,,,,,,,,,,
WB497572,,,,,,,,,,,,,,,,,,
AP002739,"Kalinga Institute of Medical Sciences, Bhubaneswar",Academic,,Assistant Professor,Bhubaneswar,Odisha,India,751024,2014.0,2015.0,National,https://www.practo.com/guntur/doctor/k-subbarao-endocrinologist,,,2025-04-17 14:24:11,2025-04-17 14:24:11,,
AP002739,"Konaseema Institute of Medical Sciences & Research Foundation, Amalapuram",Academic,,Assistant Professor,Amalapuram,Andhra Pradesh,India,533201,2014.0,2015.0,National,https://www.practo.com/guntur/doctor/k-subbarao-endocrinologist,,,2025-04-17 14:24:11,2025-04-17 14:24:11,,
AP010567,NRI General Hospital,Hospital,Department of Endocrinology,Assistant Professor,Chinakakani,Andhra Pradesh,India,533201,2011.0,2014.0,National,https://sedh-drjaidev.com/about-the-doctor/,,,2025-06-12 18:29:07,2025-06-12 18:29:07,,
AP010567,NRI General Hospital,Hospital,,Consultant Endocrinologist,Chinakakani,Andhra Pradesh,India,533201,2011.0,2014.0,National,https://sedh-drjaidev.com/about-the-doctor/,,,2025-06-12 18:29:07,2025-06-12 18:29:07,,
AP010567,Royal Preston Hospital,Hospital,"Acute Medicine, Diabetes and Endocrinology",Consultant Physician,Preston,,United Kingdom,PR0 2AF,2008.0,2001.0,International,https://sedh-drjaidev.com/about-the-doctor/,,,2025-06-12 18:29:07,2025-06-12 18:29:07,,
AP010567,North Manchester General Hospital,Hospital,"Diabetes & Endocrinology, General Medicine",Specialist Registrar,Manchester,,United Kingdom,M8 5RB,2004.0,2008.0,International,https://sedh-drjaidev.com/about-the-doctor/,,,2025-06-12 18:29:07,2025-06-12 18:29:07,,
AP010567,Royal Preston Hospital,Hospital,"Diabetes & Endocrinology, General Medicine",Specialist Registrar,Preston,,United Kingdom,PR0 2AF,2004.0,2008.0,International,https://sedh-drjaidev.com/about-the-doctor/,,,2025-06-12 18:29:07,2025-06-12 18:29:07,,
AP010567,Pinnamaneni Siddhartha Institute of Medical Sciences & Research Foundation,Academic,Department of Medicine,Assistant Professor,Gannavaram,Andhra Pradesh,India,533201,,2017.0,National,https://sedh-drjaidev.com/about-the-doctor/,,,2025-06-12 18:29:07,2025-06-12 18:29:07,,
AP019740,Osmania General Hospital,Hospital,Department of Internal Medicine,Associate Professor,Hyderabad,Telangana,India,500012,2018.0,2019.0,National,https://www.practo.com/hyderabad/doctor/mohammed-anfas-general-physician,,,2025-04-15 17:36:35,2025-04-15 17:36:35,,
AP021309,Apollo Medical College,Academic,,Assistant Professor,Hyderabad,Telangana,India,500096,2014.0,2014.0,National,https://www.practo.com/visakhapatnam/doctor/dr-ravi-46-general-physician,,,2025-04-26 10:13:32,2025-04-26 10:13:32,,
AP022585,Dr. Mohans Diabetes Specialities Center,Hospital,,Consultant Diabetologist,Chennai,Tamil Nadu,India,600003,,,National,https://vgrdiabetes.in/about-us,,,2025-06-13 18:12:46,2025-06-13 18:12:46,,
AP022712,Narayana Medical College,Academic,Department of General Medicine,Assistant Professor,Nellore,Andhra Pradesh,India,524003,2010.0,2012.0,National,https://www.practo.com/nellore/doctor/mv-rama-mohan-endocrinologist,,,2025-04-16 18:22:58,2025-04-16 18:22:58,,
AP022712,"Narayana Medical College, Nellore",Academic,Department of General Medicine,Assistant Professor,Nellore,Andhra Pradesh,India,524003,2010.0,2012.0,National,https://www.linkedin.com/in/mvramamohan/details/experience/,,,2025-06-13 18:22:23,2025-06-13 18:22:23,,
AP026268,Kurnool Medical College,Hospital,Department of Cardiology,Assistant Professor,Kurnool,Andhra Pradesh,India,518002,,,National,https://kurnoolmedicalcollege.ac.in/facultydetails.php?name=Cardiology,,,2025-06-10 09:11:06,2025-06-10 09:11:06,,
AP032915,Kurnool Medical College,Academic,,Assistant Professor,Kurnool,Andhra Pradesh,India,518002,,,National,https://www.linkedin.com/in/dr-rajkumar-md-general-medicine-dm-cardiology-02091812/,,,2025-06-12 18:47:49,2025-06-12 18:47:49,,
AS002231,Jorhat Medical College & Hospital,Hospital,,Assistant Professor,Jorhat,Assam,India,785001,,,National,https://www.medsynapse.app/doctors/dr-hiteswar-saikia-68692,,,2025-06-14 12:49:39,2025-06-14 12:49:39,,
AS006621,Fakhruddin Ali Ahmed Medical College & Hospital,Hospital,,Associate Professor,Jaher Pam,Assam,India,781301,,,National,https://faamch.assam.gov.in/department-highlights-level-three/medicine/department/college,,,2025-06-12 18:52:53,2025-06-12 18:52:53,,
AS019061,Jorhat Medical College,Hospital,,Associate Professor,Jorhat,Assam,India,785001,,,National,https://jorhatmedicalcollege.in/jmch/images/faculty_data/Faculty_Info_Cardio1.pdf,,,2025-06-14 12:22:04,2025-06-14 12:22:04,,
BR006167,Jawahar Lal Nehru Medical College,Hospital,Department of Medicine,Associate Professor,Bhagalpur,Bihar,India,812001,,,National,https://curofy.com/doctor/dr-maya-nand-jha-general-practice-drmayanandjha,,,2025-06-10 09:26:58,2025-06-10 09:26:58,,
BR006201,"Pravara Institute of Medical Sciences, Loni",Academic,Department of Cardiology,Assistant Professor,Loni,Maharashtra,India,413736,2007.0,2009.0,National,https://www.linkedin.com/in/kknursinghome/?originalSubdomain=in,,,2025-06-11 17:17:33,2025-06-11 17:17:33,,
BR021468,All India Institute of Medical Sciences,Academic,Department of Pulmonary Medicine,Ex-Consultant Physician,New Delhi,Delhi,India,110029,,,National,https://drabhishekranjan.in/,,,2025-06-10 09:50:36,2025-06-10 09:50:36,,
BR022056,Patna Medical College,Academic,,Associate Professor,Patna,Bihar,India,800001,2024.0,2025.0,National,https://www.linkedin.com/in/sunil-kumar-00079721/?,,,2025-06-12 18:38:51,2025-06-12 18:38:51,,
BR022056,Patna Medical College,Academic,,Assistant Professor,Patna,Bihar,India,800001,2020.0,2025.0,National,https://www.linkedin.com/in/sunil-kumar-00079721/?,,,2025-06-12 18:38:51,2025-06-12 18:38:51,,
BR022056,Patna Medical College,Academic,,Senior Resident,Patna,Bihar,India,800001,2011.0,2025.0,National,https://www.linkedin.com/in/sunil-kumar-00079721/?,,,2025-06-12 18:38:51,2025-06-12 18:38:51,,
BR022056,Darbhanga Medical College,Academic,,Senior Resident,Darbhanga,Bihar,India,846003,2006.0,2008.0,National,https://www.linkedin.com/in/sunil-kumar-00079721/?,,,2025-06-12 18:38:51,2025-06-12 18:38:51,,
BR024233,Nalanda Medical College,Academic,,Assistant Professor,Patna,Bihar,India,800026,,,National,https://www.linkedin.com/in/dr-vinit-kumar-a883b3117/?originalSubdomain=in,,,2025-06-13 18:56:19,2025-06-13 18:56:19,,
CG004628,Jawaharlal Nehru Memorial Medical College & Dr. B.R. Ambedkar Memorial Hospital,Hospital,Department of Medicine,Associate Professor,Raipur,Chhattisgarh,India,492001,,,National,https://sanjeevani-lifebeyondcancer.com/faculty-speaks/dr-rohini-patel,,,2025-06-11 17:07:23,2025-06-11 17:07:23,,
CG004788,Fortis O.P. Jindal Hospital & Research Center,Hospital,,Medical Director,Raigarh,Chhattisgarh,India,496001,,,National,https://drajayguptaraigarhclinic.com/about-us/,,,2025-06-12 18:41:13,2025-06-12 18:41:13,,
CG004788,Fortis O.P. Jindal Hospital & Research Center,Hospital,,Senior Consultant Physician,Raigarh,Chhattisgarh,India,496001,,,National,https://drajayguptaraigarhclinic.com/about-us/,,,2025-06-12 18:41:13,2025-06-12 18:41:13,,
DL005523,Hamdard Institute of Medical Sciences & Research,Hospital,,Professor,New Delhi,New Delhi,India,110062,,,National,https://www.himsr.co.in/doctor-profile/dr-vineet-jain/,,,2025-06-11 17:55:33,2025-06-11 17:55:33,,
DL006045,Public Health Foundation of India,Academic,Certificate Course in Evidence Based Diabetes Management,Teaching Faculty,New Delhi,Delhi ,India,110030,2010.0,2014.0,National,https://www.practo.com/delhi/doctor/dr-r-k-marya-general-physician,,,2025-06-12 18:30:53,2025-06-12 18:30:53,,
DL008813,Indraprastha Apollo Hospital,Hospital,,Senior Resident,New Delhi,Delhi ,India,110076,,,National,https://www.practo.com/delhi/doctor/dr-vikas-jain-1-general-physician,,,2025-06-10 09:18:18,2025-06-10 09:18:18,,
DL008813,All Institute of Medical Sciences,Academic,,Senior Resident,New Delhi,Delhi ,India,110029,,,National,https://www.practo.com/delhi/doctor/dr-vikas-jain-1-general-physician,,,2025-06-10 09:18:18,2025-06-10 09:18:18,,
DL008836,Venkateshwar Hospitals,Hospital,"Department of Endocrinology, Diabetology & Metabolic Disorders (Adult & Pediatric)",Head,New Delhi,Delhi,India,110075,2016.0,2019.0,National,https://www.linkedin.com/in/deep-dutta-2a886657/?originalSubdomain=in,,,2025-06-13 18:56:47,2025-06-13 18:56:47,,
DL008836,Venkateshwar Hospitals,Hospital,"Department of Endocrinology, Diabetology & Metabolic Disorders (Adult & Pediatric)",Consultant,New Delhi,Delhi,India,110075,2016.0,2019.0,National,https://www.linkedin.com/in/deep-dutta-2a886657/?originalSubdomain=in,,,2025-06-13 18:56:47,2025-06-13 18:56:47,,
DL008836,Post Graduate Institute of Medical Education & Research,Academic,,Professor,New Delhi,New Delhi,India,110001,2013.0,2016.0,National,https://www.practo.com/delhi/doctor/dr-prof-deep-dutta,,,2025-04-15 17:19:52,2025-04-15 17:19:52,,
DL008836,Dr. Ram Manohar Lohia Hospital,Hospital,Department of Endocrinology,Senior Consultant,New Delhi,Delhi,India,110001,2013.0,2016.0,National,https://www.linkedin.com/in/deep-dutta-2a886657/?originalSubdomain=in,,,2025-06-13 18:56:47,2025-06-13 18:56:47,,
DL008973,Maharaja Agrasen Hospital,Hospital,,Senior Consultant,New Delhi,Delhi,India,110026,2012.0,2021.0,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL008973,Maharaja Agrasen Hospital,Hospital,Department of Endocrinology & Diabetes,Head,New Delhi,Delhi,India,110026,2012.0,2021.0,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL008973,"Metro Hospital, Faridabad",Hospital,Department of Endocrinology & Diabetes,Consultant,Faridabad,Haryana,India,121002,2012.0,2012.0,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL008973,Jaipur Golden Hospital,Hospital,,Visiting Senior Consultant,Rohini,Delhi,India,110085,,,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL008973,Jaipur Golden Hospital,Hospital,,Endocrinologist,Rohini,Delhi,India,110085,,,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL008973,Jaipur Golden Hospital,Hospital,,Diabetologist,Rohini,Delhi,India,110085,,,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL008973,Max Hospital,Hospital,Department of Endocrinology & Diabetes,Visiting Consultant,New Delhi,Delhi,India,110088,,,National,http://endocrinologistdelhi.in/about.aspx,,,2025-06-10 09:25:13,2025-06-10 09:25:13,,
DL009006,Maharaja Agrasen Hospital,Hospital,,Chief Cardiac Surgeon,New Delhi,Delhi,India,110026,,,National,https://www.dranilagarwalclinic.com/website-doctor-profile/dr-anil-k-agarwal-dr-anil-k-agarwal-clinic-in-west-delhi?doctorId=444,,,2025-06-14 12:42:08,2025-06-14 12:42:08,,
DL009006,Maharaja Agrasen Hospital,Hospital,Department of CVTS,Head,New Delhi,Delhi,India,110026,,,National,https://www.dranilagarwalclinic.com/website-doctor-profile/dr-anil-k-agarwal-dr-anil-k-agarwal-clinic-in-west-delhi?doctorId=444,,,2025-06-14 12:42:08,2025-06-14 12:42:08,,
DL009006,Escorts Heart Centre & Research Institute,Hospital,,Consultant Cardiac Surgeon,New Delhi,Delhi,India,110049,,,National,https://www.dranilagarwalclinic.com/website-doctor-profile/dr-anil-k-agarwal-dr-anil-k-agarwal-clinic-in-west-delhi?doctorId=444,,,2025-06-14 12:42:08,2025-06-14 12:42:08,,
DL011033,Fortis Escorts Heart Institute,Academic,Cardiology,Cardiologist,New Delhi,Delhi,India,110049,1995.0,2025.0,National,https://www.linkedin.com/in/sameer-shrivastava-a506ab61/,,,2025-06-11 17:45:09,2025-06-11 17:45:09,,
DL011389,Sir Ganga Ram Hospital,Hospital,Department of Internal Medicine,Junior Resident,New Delhi,Delhi ,India,110060,,,National,"https://www.practo.com/delhi/doctor/dr-prabhat-ranjan-general-physician#:~:text=MBBS-,Dr.,11%20years%20in%20this%20fields.",,,2025-06-10 09:20:38,2025-06-10 09:20:38,,
DL011389,Deen Dayal Upadhaya Hospital,Hospital,Department of Internal Medicine,Senior Resident,New Delhi,Delhi ,India,110064,,,National,"https://www.practo.com/delhi/doctor/dr-prabhat-ranjan-general-physician#:~:text=MBBS-,Dr.,11%20years%20in%20this%20fields.",,,2025-06-10 09:20:38,2025-06-10 09:20:38,,
DL018402,All India Institute of Medical Sciences,Academic,,Consultant,New Delhi,Delhi,India,110029,2015.0,2015.0,National,https://www.linkedin.com/in/utsav-sahu-a719b2112/?originalSubdomain=in,,,2025-06-10 09:31:10,2025-06-10 09:31:10,,
DL020285,Banaras Hindu University,Academic,Department of Cardiology,Senior Resident,Varanasi,Uttar Pradesh,India,221005,2005.0,2008.0,National,https://www.practo.com/delhi/doctor/sanjiv-gupta-cardiologist?practice_id=667756&specialization=Syncope&referrer=doctor_listing&category_name=symptom&category_id=771,,,2025-06-11 17:14:23,2025-06-11 17:14:23,,
DL021065,Postgraduate Institute of Medical Education and Research,Academic,,Junior Resident,,Chandigarh,India,160012,2019.0,2011.0,National,https://www.linkedin.com/in/dr-asharam-panda-md-dm-774365213/,,,2025-06-14 12:43:16,2025-06-14 12:43:16,,
DL021065,"All India Institute of Medical Sciences, New Delhi",Academic,,Senior Resident,New Delhi,Delhi,India,110029,2016.0,2018.0,National,https://www.linkedin.com/in/dr-asharam-panda-md-dm-774365213/,,,2025-06-14 12:43:16,2025-06-14 12:43:16,,
DL027581,Hamdard Institute of Medical Sciences and Research,Hospital,Internal Medicine Department,Assistant Professor,New Delhi,New Delhi,India,110062,,,National,https://www.himsr.co.in/doctor-profile/dr-dharmander-singh/,,,2025-06-10 09:24:10,2025-06-10 09:24:10,,
DL027899,SMS Medical College,Academic,,Clinical Fellow,Jaipur,Rajasthan,India,302004,2018.0,2021.0,National,https://in.linkedin.com/in/dr-harnish-singh-bhatia-27038824,,,2025-06-14 12:18:02,2025-06-14 12:18:02,,
DL027899,Kasturba Medical College,Academic,,Senior Resident,Manipal,Karnataka,India,576104,2018.0,2018.0,National,https://in.linkedin.com/in/dr-harnish-singh-bhatia-27038824,,,2025-06-14 12:18:02,2025-06-14 12:18:02,,
DL029587,"Fortis Hospital, Noida",Hospital,,Director,Noida,Uttar Pradesh,India,209217,2015.0,2021.0,National,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL029587,"Fortis Hospital, Noida",Hospital,CTVS,Head,Noida,Uttar Pradesh,India,209217,2015.0,2021.0,National,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL029587,Royal Melbourne Hospital,Hospital,Adult Cardiothoracic Surgery,Advanced Fellow,Melbourne,Victoria,Australia,3001,2013.0,2015.0,International,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL029587,Melbourne Private Hospital,Hospital,Adult Cardiothoracic Surgery,Advanced Fellow,Parkville,Victoria,Australia,3050,2013.0,2015.0,International,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL029587,Wellington Regional Hospital,Hospital,Adult Cardiothoracic Surgery,Senior Fellow,Wellington,,New Zealand,5016,2010.0,2013.0,International,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL029587,"Fortis Hospital, New Delhi",Hospital,Department of Cardiac Surgery,Head,New Delhi,Delhi,India,110001,,,National,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL029587,Otago University,Academic,Department of Surgery,Honorary Clinical Lecturer,Wellington,,New Zealand,5016,,,International,https://drvaibhavmishra.com/best-cardiac-surgeon-in-delhi-3/,,,2025-06-14 12:24:52,2025-06-14 12:24:52,,
DL030140,Hamdard Institute of Medical Sciences and Research,Hospital,Internal Medicine Department,Assistant Professor,New Delhi,New Delhi,India,110062,,,National,https://www.himsr.co.in/doctor-profile/dr-saood-malik/,,,2025-06-10 09:08:27,2025-06-10 09:08:27,,
GJ006445,Sachdev Hospital,Academic,,Owner,Surat,Gujarat ,India,394201,2014.0,2015.0,National,https://www.linkedin.com/in/dr-ravi-jakka-a4226b29/?originalSubdomain=in,,,2025-06-10 09:36:13,2025-06-10 09:36:13,,
GJ006445,Shree Mehta Sarvjaneek Hospital,Academic,Medicine Department,Junior Consultant,Somnath,Gujarat ,India,362560,2013.0,2014.0,National,https://www.linkedin.com/in/dr-ravi-jakka-a4226b29/?originalSubdomain=in,,,2025-06-10 09:36:13,2025-06-10 09:36:13,,
GJ009957,Medilink Hospital,Hospital,,ICU Incharge,Ahmedabad,Gujarat,India,380052,2002.0,2003.0,National,https://drgauravchhaya.com/about.html,,,2025-06-11 17:22:04,2025-06-11 17:22:04,,
GJ009957,Sterling Hospital,Hospital,,Physician,Ahmedabad,Gujarat,India,380052,2001.0,2004.0,National,https://drgauravchhaya.com/about.html,,,2025-06-11 17:22:04,2025-06-11 17:22:04,,
GJ009957,Shiv Hospital,Hospital,Critical Care Unit,Physician,Rajkot,Gujarat,India,360001,2000.0,2000.0,National,https://drgauravchhaya.com/about.html,,,2025-06-11 17:22:04,2025-06-11 17:22:04,,
GJ009957,Parekh Hospital,Hospital,,Assistant Physician,Rajkot,Gujarat,India,360001,,,National,https://drgauravchhaya.com/about.html,,,2025-06-11 17:22:04,2025-06-11 17:22:04,,
GJ009957,"Satellite Hospital, Ahmedabad",Hospital,,Cardiologist Consultant,Ahmedabad,Gujarat,India,380052,,,National,https://drgauravchhaya.com/about.html,,,2025-06-11 17:22:04,2025-06-11 17:22:04,,
GJ010217,Marengo CIMS Hospital,Hospital,,Clinical Care Consultant,Ahmedabad,Gujarat,India,380060,2012.0,2017.0,National,https://drjineshshah.com/about-profile/,,,2025-06-13 18:06:53,2025-06-13 18:06:53,,
GJ010217,"Apollo Hospital, Ahmedabad",Hospital,Department of Hemato-oncology and Transplant Medicine,Hemato-oncology Physician,Ahmedabad,Gujarat,India,382428,2011.0,2012.0,National,https://drjineshshah.com/about-profile/,,,2025-06-13 18:06:53,2025-06-13 18:06:53,,
GJ010217,Marengo CIMS Hospital,Hospital,,Clinical Care Director,Ahmedabad,Gujarat,India,380060,2009.0,2001.0,National,https://drjineshshah.com/about-profile/,,,2025-06-13 18:06:53,2025-06-13 18:06:53,,
GJ010217,Aarna Superspeciality Hospital,Hospital,,Consultant Physician,Ahmedabad,Gujarat,India,380007,,,National,https://drjineshshah.com/about-profile/,,,2025-06-13 18:06:53,2025-06-13 18:06:53,,
GJ010217,Aarna Superspeciality Hospital,Hospital,,Diabetologist,Ahmedabad,Gujarat,India,380007,,,National,https://drjineshshah.com/about-profile/,,,2025-06-13 18:06:53,2025-06-13 18:06:53,,
